foldername, fielname, wordname, coordinates
Let's Go-beign-1-lesson 3, Slide1, Isabel, x1=506, y1=431, x2=566, y2=450
Let's Go-beign-1-lesson 3, Slide1, igloo, x1=507, y1=620, x2=554, y2=643
Let's Go-beign-1-lesson 3, Slide1, insect, x1=763, y1=622, x2=822, y2=640
Let's Go-beign-1-lesson 3, Slide2, Isabel, x1=859, y1=423, x2=901, y2=491
Let's Go-beign-1-lesson 3, Slide2, igloo, x1=513, y1=375, x2=622, y2=472
Let's Go-beign-1-lesson 3, Slide2, insect, x1=441, y1=438, x2=557, y2=529
